rank,mean_auroc,std_auroc,params,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_samples,param_max_features,param_max_depth,param_criterion,param_class_weight,param_ccp_alpha
17779,0.7587340294309128,0.08010154082716596,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,20,1,0.7,0.01,10.0,gini,balanced_subsample,0.0001
17780,0.7587340294309128,0.08010154082716596,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,20,1,0.7,0.01,10.0,gini,balanced_subsample,0.0
17781,0.7587287889677721,0.09205949635489738,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,2,4,0.9,0.01,,gini,balanced_subsample,0.001
17782,0.7587287889677721,0.09205949635489738,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,5,4,0.9,0.01,,gini,balanced_subsample,0.001
17783,0.7587260663623009,0.0903693732685353,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.05, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,2,1,0.7,0.05,5.0,gini,balanced_subsample,0.001
17784,0.7587227317032291,0.07781246504389575,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,20,2,0.9,0.01,20.0,entropy,balanced_subsample,0.0001
17785,0.7587227317032291,0.07781246504389575,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,20,2,0.9,0.01,20.0,entropy,balanced_subsample,0.0
17786,0.7586959875561372,0.07777862555324418,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,5,2,0.5,0.01,10.0,entropy,balanced,0.001
17787,0.7586892444668943,0.08255070774147703,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,5,2,0.5,0.01,20.0,entropy,balanced,0.0001
17788,0.7586892444668943,0.08255070774147703,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",500,5,2,0.5,0.01,20.0,entropy,balanced,0.0
17789,0.7586871510004249,0.06955777268997415,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,2,1,0.7,0.01,20.0,gini,balanced_subsample,0.0001
17790,0.7586871510004249,0.06955777268997415,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,2,1,0.7,0.01,20.0,gini,balanced_subsample,0.0
17791,0.7586578613276769,0.08575892806657769,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,5,1,0.5,0.01,,entropy,balanced,0.001
17792,0.7586578613276769,0.08575892806657769,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",500,5,1,0.5,0.01,,entropy,balanced,0.0
17793,0.7586465943143496,0.07652051220177919,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,2,4,,0.01,,gini,balanced,0.001
17794,0.7586465943143496,0.07652051220177919,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,5,4,,0.01,,gini,balanced,0.001
17795,0.7586380216016952,0.07642674024055039,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,2,4,,0.01,20.0,gini,balanced,0.001
17796,0.7586380216016952,0.07642674024055039,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,5,4,,0.01,20.0,gini,balanced,0.001
17797,0.7586140427872841,0.08065755782858466,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,20,1,0.5,0.01,10.0,entropy,balanced,0.0001
17798,0.7586140427872841,0.08065755782858466,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,20,1,0.5,0.01,10.0,entropy,balanced,0.001
17799,0.7586140427872841,0.08065755782858466,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",500,20,1,0.5,0.01,10.0,entropy,balanced,0.0
17800,0.7585616053590305,0.07471489725795574,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,5,2,,0.01,10.0,entropy,balanced,0.0001
17801,0.7585510234988493,0.07921224169371043,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,20,2,0.7,0.01,10.0,entropy,balanced,0.0001
17802,0.7585510234988493,0.07921224169371043,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",500,20,2,0.7,0.01,10.0,entropy,balanced,0.0
17803,0.7585510234988493,0.07921224169371043,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,20,2,0.7,0.01,10.0,entropy,balanced,0.001
17804,0.7585241011456649,0.08461631113682946,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,10,1,0.9,0.01,20.0,entropy,balanced,0.001
17805,0.7585241011456649,0.08461631113682946,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,10,1,0.9,0.01,20.0,entropy,balanced,0.0001
17806,0.7585241011456649,0.08461631113682946,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",500,10,1,0.9,0.01,20.0,entropy,balanced,0.0
17807,0.7585069156191463,0.0804569587718533,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,20,4,0.9,0.01,20.0,entropy,balanced_subsample,0.001
17808,0.7585049607852711,0.0837985235379229,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,20,1,0.5,0.01,,entropy,balanced,0.001
17809,0.7585049607852711,0.0837985235379229,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,20,1,0.5,0.01,,entropy,balanced,0.0001
17810,0.758504059317533,0.08394543256623786,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,20,1,0.5,0.01,20.0,entropy,balanced,0.0001
17811,0.758504059317533,0.08394543256623786,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",500,20,1,0.5,0.01,20.0,entropy,balanced,0.0
17812,0.758504059317533,0.08394543256623786,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.5, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,20,1,0.5,0.01,20.0,entropy,balanced,0.001
17813,0.7584798245996281,0.07983513885526114,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,20,4,0.9,0.01,,entropy,balanced,0.001
17814,0.7584742664331036,0.082565759556994,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,2,1,0.7,0.01,,gini,balanced,0.001
17815,0.7584708200068263,0.07558271806256074,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,20,2,0.9,0.01,,entropy,balanced,0.0001
17816,0.7584708200068263,0.07558271806256074,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",500,20,2,0.9,0.01,,entropy,balanced,0.0
17817,0.7584645202710222,0.07962223025093584,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,10,4,0.7,0.01,20.0,gini,balanced,0.0001
17818,0.7584628325313107,0.08292065855079575,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,10,1,0.9,0.01,20.0,entropy,balanced_subsample,0.001
17819,0.7584628325313107,0.08292065855079575,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,10,1,0.9,0.01,20.0,entropy,balanced_subsample,0.0
17820,0.7584628325313107,0.08292065855079575,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,10,1,0.9,0.01,20.0,entropy,balanced_subsample,0.0001
17821,0.7584621820711238,0.07847869301980338,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,20,4,0.7,0.01,10.0,entropy,balanced,0.001
17822,0.758441749327114,0.07850671022198367,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,20,4,0.7,0.01,10.0,entropy,balanced,0.0001
17823,0.758441749327114,0.07850671022198367,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",500,20,4,0.7,0.01,10.0,entropy,balanced,0.0
17824,0.7584232740950777,0.08278913794206588,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,10,8,,0.01,10.0,gini,balanced,0.001
17825,0.7584232740950777,0.08278913794206588,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,2,8,,0.01,10.0,gini,balanced,0.001
17826,0.7584232740950777,0.08278913794206588,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,5,8,,0.01,10.0,gini,balanced,0.001
17827,0.7584118102145254,0.09074523135253977,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,5,4,0.9,0.01,,gini,balanced_subsample,0.0
17828,0.7584118102145254,0.09074523135253977,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,2,4,0.9,0.01,,gini,balanced_subsample,0.0
17829,0.7584118102145254,0.09074523135253977,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,5,4,0.9,0.01,20.0,gini,balanced_subsample,0.0
17830,0.7584007624215792,0.07993175051855292,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,10,4,0.9,0.01,10.0,entropy,balanced_subsample,0.001
17831,0.7583994229385417,0.09082165243964245,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,5,4,0.9,0.01,20.0,gini,balanced_subsample,0.0001
17832,0.7583994229385417,0.09082165243964245,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,2,4,0.9,0.01,,gini,balanced_subsample,0.0001
17833,0.7583994229385417,0.09082165243964245,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,2,4,0.9,0.01,20.0,gini,balanced_subsample,0.0001
17834,0.7583989359193298,0.08054357748435022,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,20,4,0.9,0.01,,entropy,balanced_subsample,0.001
17835,0.7583916411781114,0.07975412146132355,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,20,4,0.9,0.01,20.0,entropy,balanced,0.001
17836,0.7583623130623818,0.07563053573801358,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,20,2,0.9,0.01,,entropy,balanced,0.001
17837,0.7583511194399489,0.07589401473897303,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,5,2,,0.01,10.0,entropy,balanced_subsample,0.0
17838,0.7583511194399489,0.07589401473897303,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,5,2,,0.01,10.0,entropy,balanced_subsample,0.0001
17839,0.7583387783148682,0.08426528604654591,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,10,2,0.7,0.01,10.0,gini,balanced_subsample,0.0
17840,0.7583387783148682,0.08426528604654591,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,10,2,0.7,0.01,10.0,gini,balanced_subsample,0.0001
17841,0.7583232686791451,0.0824863216375226,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,2,1,0.7,0.01,,gini,balanced,0.0001
17842,0.7583232686791451,0.0824863216375226,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",500,2,1,0.7,0.01,,gini,balanced,0.0
17843,0.7583131373050017,0.07589443185114858,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,20,8,0.7,0.01,,gini,balanced_subsample,0.0
17844,0.7583131373050017,0.07589443185114858,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,20,8,0.7,0.01,20.0,gini,balanced_subsample,0.0
17845,0.7583045645923474,0.07577450965005512,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,20,8,0.7,0.01,,gini,balanced_subsample,0.0001
17846,0.7583045645923474,0.07577450965005512,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,20,8,0.7,0.01,20.0,gini,balanced_subsample,0.0001
17847,0.7583007904480409,0.09124981666839939,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,5,4,0.9,0.01,,gini,balanced,0.001
17848,0.7583007904480409,0.09124981666839939,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,2,4,0.9,0.01,,gini,balanced,0.001
17849,0.7582995379928661,0.07540959769509387,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,20,2,0.9,0.01,20.0,entropy,balanced,0.001
17850,0.7582995379928661,0.07540959769509387,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",500,20,2,0.9,0.01,20.0,entropy,balanced,0.0
17851,0.7582995379928661,0.07540959769509387,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",500,20,2,0.9,0.01,20.0,entropy,balanced,0.0001
17852,0.7582946209787075,0.07537182783008504,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,5,4,0.7,0.01,20.0,entropy,balanced,0.001
17853,0.7582946209787075,0.07537182783008504,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,2,4,0.7,0.01,20.0,entropy,balanced,0.001
17854,0.7582818956374793,0.09123354454974805,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,5,4,0.9,0.01,20.0,gini,balanced,0.001
17855,0.7582818956374793,0.09123354454974805,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,2,4,0.9,0.01,20.0,gini,balanced,0.001
17856,0.7582770820713736,0.08107897178168304,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,10,2,0.9,0.01,,entropy,balanced_subsample,0.0001
17857,0.7582770820713736,0.08107897178168304,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,10,2,0.9,0.01,,entropy,balanced_subsample,0.0
17858,0.758244961720891,0.09237809485092627,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,5,4,0.9,0.01,20.0,gini,balanced_subsample,0.001
17859,0.758244961720891,0.09237809485092627,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.9, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,2,4,0.9,0.01,20.0,gini,balanced_subsample,0.001
17860,0.7582314102187309,0.08071251827826251,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,10,4,0.7,0.01,20.0,gini,balanced,0.001
17861,0.7582314102187309,0.08071251827826251,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.01, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",500,10,4,0.7,0.01,,gini,balanced,0.001
17862,0.7582309801748377,0.08196168433401863,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_samples': None, 'max_features': 0.01, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,10,4,,0.01,10.0,entropy,balanced_subsample,0.001
