rank,mean_auroc,std_auroc,params,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_samples,param_max_features,param_max_depth,param_criterion,param_class_weight,param_ccp_alpha
4752,0.7223902343382246,0.10430797565369512,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.3, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,20,2,0.5,0.3,20.0,gini,balanced,0.0001
4753,0.7223902343382246,0.10430797565369512,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.3, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,20,2,0.5,0.3,,gini,balanced,0.001
4754,0.7223902343382246,0.10430797565369512,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.3, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,20,2,0.5,0.3,,gini,balanced,0.0001
4755,0.7223902343382246,0.10430797565369512,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.3, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,20,2,0.5,0.3,20.0,gini,balanced,0.0
4756,0.7223902343382246,0.10430797565369512,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_samples': 0.5, 'max_features': 0.3, 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,20,2,0.5,0.3,20.0,gini,balanced,0.001
4757,0.7223893393741764,0.10722401848963438,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,2,2,0.7,0.3,10.0,gini,balanced_subsample,0.0001
4758,0.7223893393741764,0.10722401848963438,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,2,2,0.7,0.3,10.0,gini,balanced_subsample,0.0
4759,0.7223875020560563,0.10582822155983448,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,5,4,0.7,0.2,5.0,gini,balanced,0.0
4760,0.7223875020560563,0.10582822155983448,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,2,4,0.7,0.2,5.0,gini,balanced,0.0001
4761,0.7223875020560563,0.10582822155983448,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,2,4,0.7,0.2,5.0,gini,balanced,0.0
4762,0.7223875020560563,0.10582822155983448,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,5,4,0.7,0.2,5.0,gini,balanced,0.0001
4763,0.7223860192569131,0.10135177424352629,"{'n_estimators': 1000, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,20,1,0.9,sqrt,10.0,gini,balanced,0.001
4764,0.7223834509021859,0.10776624266818186,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': None, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0}",1000,10,1,,0.2,5.0,entropy,balanced,0.0
4765,0.7223834509021859,0.10776624266818186,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': None, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.001}",1000,10,1,,0.2,5.0,entropy,balanced,0.001
4766,0.7223834509021859,0.10776624266818186,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_samples': None, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced', 'ccp_alpha': 0.0001}",1000,10,1,,0.2,5.0,entropy,balanced,0.0001
4767,0.722381183952023,0.10345620803683298,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.3, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,10,2,0.9,0.3,,entropy,balanced_subsample,0.0
4768,0.722381183952023,0.10345620803683298,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.3, 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,10,2,0.9,0.3,,entropy,balanced_subsample,0.0001
4769,0.7223806281725111,0.10477452157562057,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,2,1,0.7,0.2,5.0,gini,balanced_subsample,0.0001
4770,0.7223806281725111,0.10477452157562057,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.7, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,2,1,0.7,0.2,5.0,gini,balanced_subsample,0.0
4771,0.7223782666502444,0.1024733241941007,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",500,5,2,0.9,0.2,5.0,entropy,balanced_subsample,0.0001
4772,0.7223782666502444,0.1024733241941007,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.001}",500,5,2,0.9,0.2,5.0,entropy,balanced_subsample,0.001
4773,0.7223782666502444,0.1024733241941007,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_samples': 0.9, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",500,5,2,0.9,0.2,5.0,entropy,balanced_subsample,0.0
4774,0.7223774005279192,0.10240645483897742,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,5,4,0.5,sqrt,,entropy,balanced_subsample,0.0001
4775,0.7223774005279192,0.10240645483897742,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,5,4,0.5,sqrt,20.0,entropy,balanced_subsample,0.0001
4776,0.7223774005279192,0.10240645483897742,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,2,4,0.5,sqrt,20.0,entropy,balanced_subsample,0.0001
4777,0.7223774005279192,0.10240645483897742,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,2,4,0.5,sqrt,,entropy,balanced_subsample,0.0
4778,0.7223774005279192,0.10240645483897742,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0001}",1000,2,4,0.5,sqrt,,entropy,balanced_subsample,0.0001
4779,0.7223774005279192,0.10240645483897742,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,5,4,0.5,sqrt,,entropy,balanced_subsample,0.0
4780,0.7223774005279192,0.10240645483897742,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,2,4,0.5,sqrt,20.0,entropy,balanced_subsample,0.0
4781,0.7223774005279192,0.10240645483897742,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_samples': 0.5, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0}",1000,5,4,0.5,sqrt,20.0,entropy,balanced_subsample,0.0
